start_id,type,end_id
C_MACROECONOMICS,BELONGS_TO_MODULE,M_工商管理_foundation
C_MACROECONOMICS,BELONGS_TO_MODULE,M_经济学_principles
C_MACROECONOMICS,BELONGS_TO_MODULE,M_行政管理_foundation
C_MACROECONOMICS,BELONGS_TO_MODULE,M_金融学_markets
C_MACROECONOMIC_THEORY_AND_POLICY,BELONGS_TO_MODULE,M_经济学_principles
C_MARKETING,BELONGS_TO_MODULE,M_工商管理_core-management
C_MATHEMATICAL_ANALYSIS,BELONGS_TO_MODULE,M_化学_math-physics
C_MATHEMATICAL_ANALYSIS,BELONGS_TO_MODULE,M_数学与应用数学_analysis
C_MATHEMATICAL_ANALYSIS,BELONGS_TO_MODULE,M_统计学_math
C_MATHEMATICAL_ANALYSIS,BELONGS_TO_MODULE,M_计算机科学与技术_math
C_MATHEMATICAL_PROOF_AND_ANALYSIS,BELONGS_TO_MODULE,M_数学与应用数学_topics
C_MATHEMATICAL_STATISTICS,BELONGS_TO_MODULE,M_统计学_mathematical-statistics
C_MATHEMATICAL_STATISTICS,BELONGS_TO_MODULE,M_金融学_markets
C_MEASURE_THEORETIC_PROBABILITY,BELONGS_TO_MODULE,M_数学与应用数学_probability
C_MEDIEVAL_LITERATURE,BELONGS_TO_MODULE,M_英语_area-studies
C_MEMORY_AND_DECISION,BELONGS_TO_MODULE,M_应用心理学_domains
C_MICROECONOMICS,BELONGS_TO_MODULE,M_工商管理_foundation
C_MICROECONOMICS,BELONGS_TO_MODULE,M_经济学_principles
C_MICROECONOMICS,BELONGS_TO_MODULE,M_行政管理_foundation
C_MICROECONOMICS,BELONGS_TO_MODULE,M_金融学_markets
C_MODERNITY_AND_THE_STATE_IN_EAST_ASIA_CHINA_JAPAN,BELONGS_TO_MODULE,M_历史学_seminars
C_MODERN_CHINESE,BELONGS_TO_MODULE,M_汉语言文学_language-basics
C_NARRATIVE_TEXTS_INTELLECTUAL_AND_CULTURAL_SOURCE,BELONGS_TO_MODULE,M_英语_area-studies
C_NLP,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_NLP,BELONGS_TO_MODULE,M_金融学_markets
C_OPERATING_SYSTEMS,BELONGS_TO_MODULE,M_人工智能_systems
C_OPERATING_SYSTEMS,BELONGS_TO_MODULE,M_计算机科学与技术_os-network
C_OPERATIONS_MANAGEMENT,BELONGS_TO_MODULE,M_工商管理_core-management
C_OPTIMIZATION,BELONGS_TO_MODULE,M_数学与应用数学_applied-math
C_OPTIMIZATION_METHODS,BELONGS_TO_MODULE,M_人工智能_dl
C_ORGANIC_CHEMISTRY,BELONGS_TO_MODULE,M_化学_core-chemistry
C_ORGANISATIONAL_PSYCHOLOGY,BELONGS_TO_MODULE,M_应用心理学_domains
C_ORGANIZATIONAL_BEHAVIOR,BELONGS_TO_MODULE,M_人力资源管理_ob
C_ORGANIZATIONAL_BEHAVIOR,BELONGS_TO_MODULE,M_工商管理_core-management
C_PERFORMANCE_AND_COMPENSATION_MANAGEMENT,BELONGS_TO_MODULE,M_人力资源管理_compensation
C_PHILOSOPHY_MORALS_AND_POLITICS,BELONGS_TO_MODULE,M_哲学_topics
C_PHILOSOPHY_OF_ECONOMICS,BELONGS_TO_MODULE,M_哲学_topics
C_PHILOSOPHY_OF_SCIENCE,BELONGS_TO_MODULE,M_哲学_contemporary-western
C_PHYSICAL_CHEMISTRY,BELONGS_TO_MODULE,M_化学_core-chemistry
C_PHYSICAL_CHEMISTRY,BELONGS_TO_MODULE,M_物理学_specialty
C_POLITICS_OF_SOCIAL_POLICY_MAKING,BELONGS_TO_MODULE,M_行政管理_policy-law
C_POVERTY_INEQUALITY_AND_SOCIAL_POLICY,BELONGS_TO_MODULE,M_行政管理_policy-law
C_POWER_INEQUALITY_AND_DIFFERENCE_CONTEMPORARY_THE,BELONGS_TO_MODULE,M_社会学_topics
C_PROBABILITY,BELONGS_TO_MODULE,M_数学与应用数学_probability
C_PROBABILITY,BELONGS_TO_MODULE,M_统计学_probability
C_PROBABILITY_DISTRIBUTION_THEORY_AND_INFERENCE,BELONGS_TO_MODULE,M_统计学_applied-statistics
C_PROGRAMMING,BELONGS_TO_MODULE,M_计算机科学与技术_programming
C_PROGRAMMING_LANGUAGE_CONCEPTS,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_PSYCHOLOGICAL_STATISTICS,BELONGS_TO_MODULE,M_应用心理学_domains
C_PUBLIC_LAW,BELONGS_TO_MODULE,M_法学_commercial
C_PUBLIC_POLICY,BELONGS_TO_MODULE,M_经济学_applied
C_PUBLIC_POLICY,BELONGS_TO_MODULE,M_行政管理_policy-law
C_PYTHON,BELONGS_TO_MODULE,M_工商管理_core-management
C_PYTHON_2,BELONGS_TO_MODULE,M_计算机科学与技术_programming
C_QUANTITATIVE_DATA_ANALYSIS,BELONGS_TO_MODULE,M_国际政治_regions
C_QUANTITATIVE_METHODS_FOR_FINANCE,BELONGS_TO_MODULE,M_金融学_markets
C_QUANTUM_MECHANICS,BELONGS_TO_MODULE,M_物理学_modern-physics
C_R,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_0498A89A7A,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_04F3D38353,BELONGS_TO_MODULE,M_数学与应用数学_probability
C_R2_054F5E7756,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_063CA4123E,BELONGS_TO_MODULE,M_哲学_chinese-philosophy
C_R2_078A293216,BELONGS_TO_MODULE,M_英语_area-studies
C_R2_0A81DB3DA4,BELONGS_TO_MODULE,M_物理学_classical-mechanics
C_R2_0BA984AF61,BELONGS_TO_MODULE,M_历史学_ancient-china
C_R2_0DB9E2BA3C,BELONGS_TO_MODULE,M_新闻学_media-studies
C_R2_0F65B0DEEA,BELONGS_TO_MODULE,M_物理学_specialty
C_R2_11BAFA048E,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_1276D56A44,BELONGS_TO_MODULE,M_工商管理_entrepreneurship
